,cut,clarity,color,price,depth,carat,table,x,y,z
9530,Ideal,VS2,J,4617,61.3,1.01,56,6.46,6.5,3.97
9531,Ideal,VS2,J,4617,61.1,1.01,56,6.49,6.51,3.97
9532,Ideal,VS1,F,4617,61.2,0.83,54,6.07,6.11,3.73
9533,Ideal,SI1,J,4617,62.1,1.17,57,6.74,6.81,4.21
9534,Premium,SI2,G,4618,63,1.05,57,6.47,6.41,4.06
9535,Very Good,SI1,F,4619,63,1.01,58,6.31,6.39,4
9536,Good,SI1,F,4619,62.4,1.01,59,6.3,6.42,3.97
9537,Very Good,SI1,F,4619,61.9,1.01,57,6.37,6.42,3.96
9538,Good,SI1,E,4619,63.2,1.01,59,6.25,6.28,3.96
9539,Very Good,SI1,H,4619,58.5,1.01,56,6.6,6.69,3.89
9540,Ideal,VS1,D,4619,62.4,0.8,56,5.94,5.98,3.72
9541,Premium,SI2,H,4619,61.1,1.13,59,6.73,6.65,4.09
9542,Ideal,VS2,J,4619,62.1,1.17,56,6.8,6.75,4.21
9543,Premium,SI2,E,4620,61.1,1,58,6.44,6.48,3.95
9544,Good,I1,I,4620,62.6,1.5,63,7.19,7.25,4.52
9545,Good,SI2,D,4620,63.3,1,56,6.35,6.38,4.03
9546,Good,SI2,E,4620,63.5,1,56,6.31,6.38,4.03
9547,Very Good,SI2,E,4620,61.4,1,61,6.36,6.41,3.92
9548,Premium,SI2,H,4620,61.9,1.12,58,6.66,6.74,4.15
9549,Very Good,SI1,F,4620,60.3,1,61,6.38,6.43,3.86
9550,Very Good,SI2,E,4620,62.4,1,57,6.33,6.4,3.97
9551,Premium,SI2,E,4620,61.7,1,58,6.34,6.39,3.93
9552,Premium,SI2,E,4620,61.2,1,60,6.42,6.45,3.94
9553,Ideal,SI2,I,4620,59.6,1.26,57,7.01,7.04,4.19
9554,Premium,SI1,I,4620,62,1.1,59,6.59,6.54,4.07
9555,Very Good,VS2,I,4620,63.5,1,56,6.33,6.3,4.01
9556,Ideal,SI2,H,4620,62,1.1,55,6.62,6.6,4.1
9557,Premium,SI2,H,4620,62.2,1.1,58,6.69,6.6,4.13
9558,Ideal,SI2,H,4620,62.6,1.1,56,6.65,6.57,4.14
9559,Very Good,SI1,F,4621,62.2,0.92,55,6.19,6.26,3.87
9560,Very Good,SI1,H,4622,62.6,1.01,61,6.36,6.39,3.99
9561,Ideal,SI2,H,4622,60.6,1.06,55,6.62,6.65,4.02
9562,Premium,SI2,E,4622,60.9,1.1,60,6.66,6.61,4.04
9563,Ideal,SI2,E,4623,62,1,57,6.37,6.41,3.96
9564,Ideal,SI1,E,4623,61.9,0.91,55,6.18,6.22,3.84
9565,Premium,VS2,H,4623,59.9,0.98,60,6.45,6.38,3.84
9566,Very Good,SI2,H,4624,61.8,1.12,58,6.62,6.68,4.11
9567,Ideal,SI2,J,4624,60.1,1.1,57,6.77,6.74,4.06
9568,Ideal,SI2,I,4624,62.6,1.1,55,6.57,6.6,4.13
9569,Good,VS1,I,4624,59.6,1,61,6.48,6.53,3.88
9570,Premium,VS2,E,4625,63,0.9,58,6.16,6.13,3.87
9571,Very Good,VS2,I,4626,61.9,1.01,61,6.36,6.41,3.95
9572,Premium,SI2,D,4626,62.2,1,61,6.36,6.3,3.94
9573,Very Good,SI1,G,4626,63.3,1,60,6.33,6.24,3.98
9574,Premium,SI2,D,4626,58.3,1,61,6.59,6.54,3.83
9575,Premium,SI2,D,4626,59.4,1,60,6.56,6.48,3.87
9576,Premium,SI2,D,4626,61.6,1,58,6.45,6.37,3.95
9577,Premium,SI2,D,4626,59.5,1,62,6.52,6.49,3.87
9578,Fair,SI2,G,4627,66,1.35,58,6.89,6.81,4.52
9579,Premium,SI2,G,4627,62.2,1.08,56,6.62,6.54,4.09
9580,Premium,SI2,G,4627,62.3,1.08,56,6.6,6.52,4.09
9581,Premium,SI2,G,4627,62.9,1.08,59,6.57,6.53,4.12
9582,Ideal,SI2,G,4627,61.9,1.08,57,6.57,6.55,4.06
9583,Ideal,SI2,G,4627,62.2,1.08,56,6.59,6.56,4.09
9584,Very Good,VS2,F,4627,63.1,0.9,59,6.13,6.05,3.84
9585,Very Good,SI2,D,4628,63.2,1,57,6.24,6.32,3.97
9586,Ideal,VS2,D,4628,60.8,0.82,57,6.02,6.05,3.67
9587,Ideal,VS2,D,4628,61.9,0.82,56,5.98,6.03,3.72
9588,Premium,SI1,E,4628,62.8,0.95,59,6.25,6.21,3.91
9589,Ideal,SI1,H,4629,60.3,1.04,57,6.55,6.58,3.96
9590,Premium,VS2,H,4629,60.1,0.94,59,6.32,6.35,3.81
9591,Very Good,SI2,F,4629,58.6,1.09,63,6.73,6.78,3.96
9592,Very Good,SI2,E,4630,63,1,54,6.33,6.37,4
9593,Ideal,SI1,I,4630,61.2,1.06,56,6.64,6.6,4.05
9594,Ideal,SI1,I,4630,61.2,1.06,56,6.64,6.6,4.05
9595,Ideal,VVS2,F,4630,62.3,0.81,54,5.94,6.01,3.72
9596,Ideal,SI2,F,4630,62.6,1.04,57,6.48,6.45,4.05
9597,Fair,VS1,G,4630,63.1,1,63,6.38,6.29,4
9598,Ideal,SI2,F,4630,61.8,1.04,56,6.53,6.49,4.02
9599,Ideal,SI2,G,4631,62.9,1.21,57,6.78,6.73,4.25
9600,Premium,SI1,H,4631,62.6,1.17,59,6.78,6.71,4.22
9601,Ideal,IF,D,4632,60.8,0.56,58,5.35,5.31,3.24
9602,Very Good,SI1,F,4632,63.5,1.01,58,6.29,6.24,3.98
9603,Premium,SI1,F,4632,63,1.01,58,6.33,6.29,3.98
9604,Good,SI1,F,4632,57.4,1.01,57,6.52,6.48,3.73
9605,Good,SI2,D,4633,63.4,1.02,59,6.37,6.41,4.05
9606,Very Good,SI1,G,4633,63,1.02,55,6.4,6.45,4.05
9607,Premium,SI1,G,4633,60.8,1.02,58,6.46,6.5,3.94
9608,Premium,SI1,G,4633,62.3,1.02,59,6.4,6.44,4
9609,Very Good,SI2,D,4633,61.5,1.02,56,6.47,6.51,3.99
9610,Ideal,SI1,G,4633,59.2,1.02,57,6.52,6.56,3.87
9611,Premium,SI1,G,4633,61,1.02,59,6.44,6.48,3.94
9612,Very Good,SI1,G,4633,62,1.02,57,6.41,6.5,4
9613,Very Good,SI2,D,4633,60.3,1.02,58,6.48,6.52,3.92
9614,Good,VVS1,J,4633,63.5,1,59,6.29,6.34,4.01
9615,Ideal,SI1,J,4633,62.1,1.08,55,6.54,6.57,4.07
9616,Very Good,SI2,F,4634,62.6,1.06,60,6.54,6.44,4.06
9617,Fair,SI1,F,4634,65.5,1.01,57,6.12,6.22,4.04
9618,Premium,SI2,G,4634,61.3,1.33,59,7.06,6.93,4.29
9619,Ideal,SI1,H,4635,62.4,0.93,55,6.2,6.24,3.88
9620,Very Good,SI2,J,4636,61.4,1.2,55,6.85,6.92,4.23
9621,Premium,SI2,J,4636,62.3,1.28,58,6.94,6.89,4.31
9622,Good,VS2,J,4637,64.3,1.2,56,6.65,6.57,4.25
9623,Very Good,VS2,F,4637,63.4,0.9,57,6.19,6.08,3.89
9624,Premium,VS2,G,4637,61.7,0.9,57,6.21,6.11,3.8
9625,Very Good,SI1,H,4637,63.3,1.2,56,6.75,6.72,4.26
9626,Very Good,VVS2,H,4637,59.9,0.9,61,6.29,6.19,3.74
9627,Good,VS2,H,4637,63.6,1,61,6.21,6.25,3.96
9628,Premium,VVS2,H,4637,62.5,0.92,58,6.25,6.16,3.88
9629,Premium,VS2,D,4637,62.7,0.91,59,6.16,6.13,3.85
9630,Premium,SI1,I,4637,62.2,1.15,56,6.77,6.67,4.18
9631,Very Good,SI1,G,4637,63.4,1.21,60,6.68,6.63,4.22
9632,Fair,SI1,G,4637,64.5,1.21,56,6.69,6.62,4.29
9633,Premium,SI1,E,4637,61.7,0.92,57,6.32,6.2,3.86
9634,Ideal,SI1,I,4638,61.9,1.01,59,6.38,6.42,3.96
9635,Premium,SI2,H,4638,60.3,1.01,60,6.49,6.47,3.91
9636,Ideal,VS2,H,4639,60.8,0.92,58,6.27,6.32,3.83
9637,Premium,SI1,D,4639,62,0.97,60,6.29,6.25,3.89
9638,Premium,SI2,H,4639,62.5,1.09,58,6.61,6.55,4.11
9639,Very Good,SI1,I,4639,63.2,1.09,59,6.54,6.5,4.12
9640,Good,SI2,D,4639,57.8,1.17,62,6.97,6.91,4.01
9641,Premium,SI2,I,4639,61.7,1.18,58,6.79,6.75,4.18
9642,Very Good,SI1,I,4640,61.2,1.1,61,6.61,6.66,4.01
9643,Premium,SI2,D,4640,62.4,1.1,58,6.57,6.6,4.11
9644,Very Good,SI1,I,4640,61.4,1.09,58,6.61,6.69,4.08
9645,Very Good,VS1,I,4641,63.3,1,55,6.39,6.34,4.03
9646,Ideal,SI1,I,4641,60.3,1.01,58,6.5,6.56,3.94
9647,Good,SI1,G,4641,62.8,1.01,58,6.36,6.29,3.97
9648,Premium,SI2,H,4641,59.7,1.12,60,6.77,6.72,4.03
9649,Premium,SI2,H,4641,62,1.12,57,6.68,6.61,4.12
9650,Premium,SI1,H,4641,61.2,1.12,59,6.69,6.65,4.08
9651,Premium,SI1,I,4641,62,1.12,56,6.73,6.65,4.15
9652,Premium,SI1,H,4642,62.5,1.01,59,6.44,6.33,3.99
9653,Ideal,SI2,F,4642,62,0.91,57,6.15,6.23,3.84
9654,Ideal,SI2,F,4642,61.7,0.91,56,6.21,6.24,3.84
9655,Ideal,SI2,F,4642,62,0.91,56,6.2,6.22,3.85
9656,Premium,SI1,H,4642,62.8,1.01,58,6.38,6.36,4
9657,Very Good,SI1,H,4642,63.4,1.01,58,6.38,6.34,4.03
9658,Premium,SI1,H,4642,61.2,1.01,58,6.47,6.43,3.95
9659,Premium,SI1,H,4642,63,1.01,60,6.36,6.33,4
9660,Good,SI1,H,4642,60.3,1.01,64,6.53,6.5,3.93
9661,Very Good,SI1,H,4642,63.3,1.01,58,6.4,6.37,4.04
9662,Ideal,SI1,H,4642,62.4,1.01,53,6.47,6.42,4.02
9663,Premium,SI1,H,4642,61.8,1.01,60,6.48,6.43,3.99
9664,Very Good,VS2,E,4643,63,0.9,57,6.07,6.15,3.85
9665,Very Good,SI1,F,4643,62.5,1,56,6.38,6.42,4
9666,Ideal,VS2,J,4643,62.4,1.06,54,6.51,6.57,4.08
9667,Ideal,I1,G,4643,62.5,1.35,57,7.04,7.01,4.39
9668,Very Good,VVS1,E,4644,63.2,0.7,57,5.62,5.67,3.57
9669,Premium,SI2,F,4644,61.8,1.07,59,6.57,6.53,4.05
9670,Ideal,SI2,E,4645,62,1.02,59,6.43,6.4,3.98
9671,Ideal,SI1,I,4645,62.3,1.11,56,6.59,6.64,4.12
9672,Good,SI1,E,4646,63.9,1,55,6.28,6.34,4.03
9673,Ideal,SI1,I,4646,62.6,1.06,56,6.46,6.54,4.07
9674,Fair,SI1,G,4646,60.4,1.01,62,6.31,6.34,3.82
9675,Premium,SI2,G,4647,61.5,1.13,59,6.73,6.69,4.13
9676,Premium,SI2,E,4648,60.4,1,60,6.49,6.46,3.91
9677,Fair,I1,H,4648,69.7,1.52,55,6.92,6.89,4.81
9678,Fair,I1,H,4648,65.4,1.52,62,7.1,7.02,4.62
9679,Ideal,SI1,H,4648,62.5,1.04,57,6.5,6.46,4.05
9680,Very Good,SI1,I,4649,58.5,1,61,6.51,6.55,3.82
9681,Ideal,SI2,H,4649,62,1,56,6.38,6.43,3.97
9682,Ideal,SI1,I,4649,62.5,1,56,6.38,6.41,4
9683,Ideal,SI1,I,4649,61.5,1,57,6.39,6.43,3.94
9684,Premium,SI1,J,4649,61.9,1.23,54,6.89,6.86,4.26
9685,Premium,SI2,G,4650,61.4,1.1,59,6.71,6.59,4.08
9686,Very Good,SI2,F,4652,62.9,1.14,59,6.62,6.64,4.17
9687,Premium,SI2,E,4652,60.5,1.06,60,6.61,6.67,4.02
9688,Very Good,SI2,J,4652,62.6,1.22,58,6.78,6.84,4.26
9689,Very Good,SI1,H,4652,63.1,1.17,56,6.76,6.71,4.25
9690,Very Good,VS2,H,4652,63.3,1,62,6.37,6.29,4.01
9691,Premium,SI1,E,589,62.2,0.36,59,4.53,4.57,2.83
9692,Very Good,SI1,D,589,62.3,0.32,55,4.38,4.42,2.74
9693,Ideal,SI1,D,589,62,0.32,57,4.37,4.4,2.72
9694,Ideal,VVS1,I,589,61.9,0.32,55,4.39,4.4,2.72
9695,Good,SI1,D,589,63.3,0.32,57,4.36,4.39,2.77
9696,Very Good,SI1,D,589,62.7,0.32,57,4.34,4.37,2.73
9697,Premium,SI1,D,589,61.4,0.32,58,4.38,4.42,2.7
9698,Premium,SI1,D,589,60.9,0.32,60,4.39,4.41,2.68
9699,Ideal,VVS1,I,589,62.4,0.32,55,4.34,4.38,2.72
9700,Good,VS1,J,589,63.5,0.4,56,4.69,4.7,2.98
9701,Very Good,SI1,D,589,63,0.32,58,4.36,4.4,2.76
9702,Ideal,SI1,D,589,62.7,0.32,54,4.35,4.39,2.74
9703,Ideal,SI1,D,589,62.6,0.32,55,4.36,4.39,2.74
9704,Ideal,SI1,D,589,60.8,0.32,57,4.41,4.44,2.69
9705,Ideal,SI1,D,589,59.3,0.32,55,4.51,4.53,2.68
9706,Ideal,SI1,D,589,59.6,0.32,57,4.42,4.47,2.65
9707,Ideal,SI1,D,589,60.9,0.32,56,4.4,4.43,2.69
9708,Very Good,VVS1,I,589,60.1,0.32,61,4.4,4.45,2.66
9709,Good,VS2,F,589,64.3,0.34,53,4.44,4.48,2.87
9710,Ideal,VS2,E,589,62,0.31,56,4.36,4.38,2.71
9711,Very Good,VS1,H,590,62.3,0.34,57,4.45,4.48,2.78
9712,Very Good,SI1,F,590,59.6,0.26,55,4.18,4.24,2.51
9713,Very Good,SI1,F,590,61,0.35,55,4.6,4.63,2.81
9714,Very Good,SI2,E,590,62.5,0.38,61,4.59,4.63,2.88
9715,Ideal,VVS2,I,590,62.4,0.35,54,4.51,4.53,2.82
9716,Ideal,VVS2,H,590,62.2,0.3,57,4.26,4.29,2.66
9717,Ideal,VVS2,H,590,62.4,0.3,56,4.28,4.31,2.68
9718,Ideal,VVS2,H,590,62.1,0.3,54,4.32,4.35,2.69
9719,Ideal,VVS2,H,590,61.5,0.3,55,4.34,4.37,2.68
9720,Ideal,VVS2,H,590,62.7,0.3,53,4.29,4.32,2.7
9721,Very Good,SI1,G,4653,62.4,1.01,58,6.39,6.44,4
9722,Ideal,SI1,G,4653,61.4,1.01,55,6.46,6.5,3.98
9723,Ideal,SI1,G,4653,61.4,1.01,57,6.44,6.5,3.97
9724,Very Good,SI2,H,4654,61.9,1.15,57,6.68,6.72,4.15
9725,Premium,SI2,E,4654,61.7,1.06,62,6.54,6.5,4.02
9726,Premium,SI2,F,4654,61.6,1.12,58,6.69,6.63,4.1
9727,Premium,SI1,H,4654,63,1.14,57,6.7,6.65,4.2
9728,Premium,SI2,F,4654,60.5,1.12,59,6.79,6.73,4.09
9729,Good,VS2,F,4655,60,0.9,58,6.21,6.26,3.74
9730,Very Good,VVS2,D,4656,59.4,0.75,59,5.88,5.94,3.51
9731,Ideal,SI2,J,4656,62.5,1.26,53,6.86,6.9,4.3
9732,Premium,SI2,E,4656,60.8,1.08,59,6.57,6.62,4.01
9733,Very Good,SI2,E,4656,60.2,1.08,58,6.61,6.68,4
9734,Good,SI2,E,4656,63.7,1.08,57,6.49,6.54,4.15
9735,Fair,VS2,F,4656,68.4,1,58,5.97,6.1,4.13
9736,Premium,SI2,F,4656,62,1.06,59,6.57,6.52,4.06
9737,Very Good,SI1,I,4657,61.5,1.16,60.4,6.71,6.76,4.14
9738,Premium,SI1,J,4657,61.5,1.2,59,6.84,6.81,4.2
9739,Premium,VVS2,H,4657,62.4,0.9,58,6.15,6.12,3.83
9740,Very Good,SI1,J,4657,63.5,1.32,57,6.98,6.95,4.42
9741,Fair,SI1,F,4657,65.8,1,58,6.23,6.15,4.07
9742,Ideal,SI1,F,4657,61.7,0.9,57,6.25,6.2,3.84
9743,Ideal,SI2,J,4659,61.7,1.2,56,6.79,6.87,4.21
9744,Good,SI2,J,4659,63.3,1.2,54.4,6.72,6.78,4.27
9745,Very Good,SI1,H,4659,63.5,1.01,57,6.31,6.35,4.02
9746,Premium,VS2,I,4659,61.3,1.09,58,6.63,6.58,4.05
9747,Premium,SI1,H,4659,58.5,1.04,62,6.67,6.64,3.89
9748,Ideal,SI1,I,4659,61.3,1.04,57,6.56,6.53,4.01
9749,Ideal,SI1,I,4659,61.3,1.04,57,6.57,6.54,4.02
9750,Premium,SI2,I,4660,62.6,1.19,58,6.7,6.75,4.21
9751,Premium,SI2,J,4660,60.4,1.27,58,7.04,7,4.24
9752,Very Good,SI1,E,4661,62.4,0.94,56,6.24,6.27,3.9
9753,Very Good,SI1,E,4661,61.8,0.94,56,6.29,6.33,3.9
9754,Premium,SI1,E,4661,60,0.94,58,6.37,6.44,3.84
9755,Premium,SI1,E,4661,62,0.94,58,6.24,6.27,3.88
9756,Very Good,SI2,H,4661,62.7,1.13,55,6.61,6.69,4.17
9757,Premium,VS1,G,4661,62.7,0.9,58,6.06,6.15,3.83
9758,Very Good,SI2,F,4661,60.9,1.23,58,6.93,6.96,4.23
9759,Very Good,SI2,H,4661,63.7,1.15,56,6.63,6.66,4.23
9760,Very Good,SI2,D,4661,62.5,1,58,6.35,6.44,4
9761,Ideal,SI1,D,4661,61.3,0.9,58,6.16,6.21,3.79
9762,Premium,SI2,H,4662,61.5,1.11,59,6.67,6.63,4.09
9763,Premium,SI2,H,4662,62.9,1.11,59,6.59,6.54,4.13
9764,Premium,VS2,I,4662,59.5,1.02,59,6.54,6.5,3.88
9765,Very Good,VS2,H,4662,62.6,0.9,57,6.11,6.09,3.82
9766,Ideal,VS2,I,4662,61.5,1.02,57,6.49,6.45,3.98
9767,Ideal,SI2,F,4662,62.4,1.02,55,6.46,6.43,4.02
9768,Ideal,SI2,G,4662,61,1.06,57,6.61,6.56,4.02
9769,Ideal,SI2,F,4662,61.4,1.02,56,6.5,6.47,3.98
9770,Ideal,SI2,H,4662,62.7,1.11,57,6.66,6.59,4.14
9771,Premium,SI2,H,4662,61.6,1.11,60,6.67,6.6,4.09
9772,Ideal,SI2,H,4662,62,1.11,54,6.64,6.61,4.11
9773,Ideal,SI2,H,4662,61.3,1.11,55,6.73,6.65,4.1
9774,Ideal,VVS2,I,4663,60.6,0.91,57,6.25,6.27,3.79
9775,Premium,SI2,D,4663,59.5,1.12,59,6.8,6.75,4.03
9776,Premium,SI1,D,4663,62.3,0.91,60,6.21,6.15,3.85
9777,Premium,SI1,D,4663,59,0.91,61,6.35,6.29,3.73
9778,Very Good,VVS1,H,4664,62.1,0.9,59,6.17,6.19,3.84
9779,Ideal,VS1,I,4664,63.1,1,57,6.32,6.39,4.01
9780,Premium,SI2,E,4664,62.5,1.11,58,6.63,6.61,4.14
9781,Very Good,VVS2,H,4665,62.9,0.91,58,6.14,6.17,3.87
9782,Very Good,VS2,E,4665,62.3,0.86,56,6.05,6.08,3.78
9783,Ideal,SI1,G,4665,62.3,0.98,56,6.37,6.34,3.96
9784,Very Good,SI1,I,4665,63.2,1.19,58,6.82,6.7,4.27
9785,Fair,SI1,H,4665,67.6,1,59,6.03,5.95,4.05
9786,Very Good,VS2,I,4666,62.3,1.01,60,6.33,6.41,3.97
9787,Very Good,SI2,E,4666,59.5,1.01,59,6.54,6.58,3.9
9788,Ideal,SI2,E,4666,62.2,1.01,54,6.39,6.43,3.99
9789,Very Good,SI1,D,4666,62.4,1.01,58,6.39,6.47,4.01
9790,Ideal,SI2,E,4666,61.2,1.01,54,6.49,6.52,3.98
9791,Premium,SI2,E,4666,61.5,1.01,58,6.4,6.43,3.95
9792,Premium,SI2,E,4666,62.6,1.01,59,6.36,6.39,3.99
9793,Very Good,SI2,E,4666,61.5,1.01,56,6.45,6.47,3.97
9794,Ideal,SI2,E,4666,61.1,1.01,57,6.48,6.52,3.97
9795,Good,SI2,E,4666,63.7,1.01,58,6.32,6.36,4.04
9796,Ideal,SI2,J,4666,61.6,1.24,57,6.89,6.87,4.24
9797,Premium,SI2,E,4666,60.5,1.24,62,6.97,6.89,4.19
9798,Ideal,SI1,G,4666,62.2,0.93,58,6.2,6.24,3.87
9799,Premium,SI2,J,4666,62.2,1.24,58,6.94,6.82,4.28
9800,Ideal,SI2,G,4667,62.2,1.05,54,6.52,6.56,4.07
9801,Ideal,SI2,F,4668,62.1,1.04,57,6.46,6.48,4.02
9802,Very Good,VVS2,G,4668,62.6,0.9,55,6.12,6.19,3.85
9803,Very Good,VS2,D,4668,63,0.9,62,6.06,6.13,3.84
9804,Good,VVS2,G,4668,62.6,0.9,58,6.1,6.13,3.83
9805,Very Good,SI2,E,4668,62.1,1.03,59,6.43,6.46,4
9806,Very Good,SI2,E,4668,63.2,0.91,56,6.08,6.14,3.86
9807,Ideal,SI2,E,4668,61.6,1.01,58,6.45,6.5,3.99
9808,Ideal,SI1,I,4668,61.7,1.16,56,6.76,6.7,4.15
9809,Very Good,SI1,H,4669,63.3,1.01,56,6.35,6.39,4.03
9810,Good,SI2,F,4669,63.7,1.21,64,6.73,6.63,4.25
9811,Premium,VS2,I,4669,61.6,1.21,61,6.86,6.8,4.21
9812,Premium,SI2,G,4670,61.5,1.11,58,6.6,6.67,4.08
9813,Premium,VS1,H,4670,61,0.91,59,6.25,6.18,3.79
9814,Premium,VS1,H,4670,61.8,0.91,54,6.32,6.27,3.89
9815,Very Good,VS1,H,4670,59.4,0.91,63,6.32,6.28,3.74
9816,Ideal,SI2,G,4670,61.2,1.09,57,6.68,6.63,4.07
9817,Ideal,SI2,G,4670,62.1,1.09,56,6.66,6.59,4.12
9818,Good,SI2,D,4671,59.3,1.03,58,6.57,6.61,3.91
9819,Premium,SI2,D,4672,58.8,1.01,59,6.58,6.55,3.86
9820,Premium,SI1,G,4672,61.2,1.01,61,6.47,6.41,3.94
9821,Good,SI1,G,4672,60.7,1.01,59,6.35,6.4,3.87
9822,Premium,SI1,G,4672,61,1.01,62,6.49,6.4,3.93
9823,Very Good,SI1,G,4672,63.5,1.01,60,6.33,6.3,4.01
9824,Premium,SI2,D,4672,62.8,1.01,59,6.44,6.34,4.01
9825,Very Good,SI1,G,4672,63.4,1.01,58,6.33,6.28,4
9826,Good,SI1,G,4672,63.9,1.01,57,6.37,6.3,4.05
9827,Premium,SI1,G,4672,62.9,1.01,61,6.4,6.36,4.01
9828,Premium,SI2,D,4672,62.2,1.01,60,6.43,6.4,3.99
9829,Good,SI1,G,4672,63.6,1.01,57,6.37,6.33,4.04
9830,Premium,SI1,G,4672,62.5,1.01,60,6.39,6.34,3.98
9831,Premium,SI2,D,4672,61.8,1.01,60,6.41,6.37,3.95
9832,Ideal,SI1,G,4672,62.9,1.01,54,6.47,6.41,4.05
9833,Premium,SI2,D,4672,60.3,1.01,57,6.56,6.51,3.94
9834,Premium,SI1,G,4672,59.6,1.01,61,6.52,6.47,3.87
9835,Good,SI2,D,4672,63.9,1.01,57,6.36,6.29,4.04
9836,Premium,SI2,D,4672,60.9,1.01,62,6.45,6.43,3.92
9837,Premium,SI2,D,4672,58.3,1.01,59,6.67,6.63,3.88
9838,Very Good,SI1,H,4673,63.1,1.12,56,6.62,6.59,4.17
9839,Ideal,SI1,G,4673,62.5,0.91,56,6.19,6.22,3.88
9840,Good,SI2,F,4674,60.5,1.1,61,6.61,6.67,4.02
9841,Premium,VS1,J,4675,61,1.21,60,6.88,6.83,4.18
9842,Ideal,SI2,G,4675,61.9,1.08,58,6.55,6.57,4.06
9843,Ideal,SI1,E,4675,61.1,1.02,56,6.51,6.45,3.96
9844,Ideal,SI2,F,4675,60.9,1.05,56,6.64,6.56,4.02
9845,Premium,VS2,I,4676,62.5,1.01,58,6.44,6.39,4.01
9846,Very Good,SI1,D,4676,62.9,0.92,56,6.18,6.22,3.9
9847,Ideal,SI2,J,4676,61.2,1.22,57,6.86,6.9,4.21
9848,Premium,VS2,E,4676,62.2,0.91,60,6.21,6.13,3.84
9849,Ideal,SI1,H,4676,61.4,1,55,6.49,6.44,3.97
9850,Premium,SI2,F,4676,61.9,1.01,58,6.39,6.34,3.94
9851,Premium,SI1,E,4677,62.8,0.9,58,6.13,6.09,3.84
9852,Very Good,I1,H,4677,63.2,1.74,55,7.62,7.59,4.8
9853,Ideal,SI2,F,4678,62,1.07,57,6.49,6.6,4.06
9854,Ideal,SI2,F,4678,61.5,1.07,57,6.57,6.6,4.05
9855,Very Good,VS2,F,4678,61.9,0.9,57,6.17,6.23,3.84
9856,Ideal,VS2,F,4678,62.7,0.9,56,6.17,6.2,3.88
9857,Very Good,VS2,F,4678,61.7,0.9,56,6.18,6.21,3.82
9858,Premium,SI1,F,4678,63,1.02,58,6.4,6.36,4.02
9859,Very Good,SI1,F,4678,63.5,1.02,57,6.4,6.35,4.05
9860,Good,SI1,G,4678,64.2,1.18,62,6.6,6.51,4.25
9861,Good,SI1,F,4678,63.7,1.02,61,6.27,6.23,3.98
9862,Ideal,VS2,H,4678,62.4,0.91,56,6.2,6.14,3.85
9863,Ideal,SI1,J,4678,62,1.19,56,6.8,6.77,4.21
9864,Very Good,SI2,D,4679,61.3,1.03,61,6.46,6.49,3.97
9865,Good,SI1,G,4679,63.2,1.03,58,6.38,6.43,4.05
9866,Premium,SI2,D,4679,61.7,1.03,58,6.47,6.5,4
9867,Very Good,SI2,D,4679,62.8,1.03,56,6.43,6.46,4.05
9868,Ideal,SI2,D,4679,61.2,1.03,57,6.51,6.59,4.01
9869,Ideal,SI1,G,4679,62.4,1.03,57,6.47,6.52,4.05
9870,Ideal,SI2,D,4679,61.8,1.03,56,6.46,6.51,4.01
9871,Very Good,IF,E,4679,60.3,0.7,59,5.72,5.76,3.46
9872,Ideal,SI1,I,4679,62.1,1.05,54,6.54,6.55,4.06
9873,Good,SI1,F,4679,60.1,1,65,6.4,6.44,3.86
9874,Fair,SI1,F,4679,56.5,1,60,6.62,6.66,3.75
9875,Good,SI2,G,4679,63.6,1.28,57,6.78,6.73,4.29
9876,Very Good,SI1,H,4680,59.8,1.01,61,6.54,6.51,3.9
9877,Ideal,SI1,H,4680,61.4,1.01,60,6.48,6.45,3.97
9878,Very Good,VS2,F,4681,62.6,0.9,58,6.08,6.13,3.82
9879,Very Good,SI1,I,4681,62.1,1.01,58,6.37,6.39,3.96
9880,Very Good,SI1,H,4682,59.7,1.04,60,6.55,6.58,3.92
9881,Premium,SI1,F,4682,62.9,0.95,59,6.24,6.13,3.89
9882,Good,VS2,D,4682,65.8,0.9,58,5.99,6.01,3.95
9883,Premium,SI2,D,4682,62.2,1.09,59,6.49,6.46,4.03
9884,Good,SI2,D,4682,63.8,1.09,60,6.57,6.49,4.16
9885,Ideal,SI2,D,4682,61.2,1.06,57,6.59,6.51,4.01
9886,Very Good,SI1,H,4682,63.5,1.1,55,6.55,6.49,4.14
9887,Premium,SI1,F,4682,62.3,0.95,60,6.3,6.26,3.91
9888,Premium,SI1,H,4682,62.2,1.05,58,6.5,6.46,4.03
9889,Ideal,SI2,F,4683,61.6,1.03,55,6.46,6.49,3.99
9890,Ideal,SI2,F,4684,61.6,1.02,56,6.52,6.49,4.01
9891,Very Good,VS1,H,4685,63.6,0.9,55,6.15,6.11,3.9
9892,Very Good,VS1,H,4685,62.8,0.9,59,6.07,6.15,3.84
9893,Very Good,SI2,G,4685,62.8,1.08,56,6.48,6.6,4.11
9894,Very Good,SI2,E,4685,59.6,1,62,6.45,6.51,3.86
9895,Ideal,VS2,I,4685,59.9,1.01,61,6.49,6.53,3.9
9896,Ideal,SI1,I,4685,61.3,1.02,57,6.47,6.49,3.97
9897,Good,VS2,H,4685,58.2,0.9,59,6.36,6.33,3.69
